name,counts
atletico's,3
atleticomadrid,2
atleticomadrid's,1
atletienglish,4
atlético,30
atm,2
atn0chfvxt,1
atout,1
atqffjns2j,1
atrás,1
attacco,1
attack,4
attacker,5
attacking,10
attaquants,1
atteindre,1
attempt,19
attempted,3
attempting,5
attempts,1
attend,2
attending,1
attendu,1
attenta,1
attenti,1
attention,6
attentions,1
attentively,1
atterrato,1
attese,2
attracting,1
attributed,1
attributes,1
até,1
au,10
au9u46l97p,1
aubameyang,41
aubameyang's,1
aubameyang7,3
auch,1
auction,1
audacious,3
auf,4
aufgelöst,1
augo3mpcid,1
augsburg's,1
august,6
augustin,1
aujvs9dllt,1
aulas,22
aunque,2
aurait,3
aurier,43
aurier's,8
ausilio,6
aussi,1
australia,1
australian,1
austria,3
authorised,1
autographs,1
automatique,1
autorisé,1
autour,1
autre,2
aux,6
auy6wn6iii,1
auyzptcwtz,1
available,3
avancées,1
avant,1
avanti,1
avanzado,1
avanzano,1
avanzati,1
ave,1
avec,28
avenir,1
avere,1
avfc,4
avfcofficial,3
aviv,1
avkntdjgwc,1
avnirk2gtc,1
avoid,4
avoiding,1
avoir,2
avoisinant,2
avoisine,1
avsabby,1
avviata,1
avviati,1
avvicina,1
aw,3
aw85qg2j8j,1
awaiting,3
award,2
aware,3
away,20
awenlb5jdg,1
awfsgk0ncr,1
awilq4bere,1
awj7rga9rt,1
awlyoc59qb,1
awpuh40izc,1
awqhzi1jtj,1
awwe4bawdy,1
ax60nwfg9r,1
axa196h5hs,1
axel,2
axeqblzya9,1
axis,1
axt7nkvslj,1
axwiu8r8lu,1
ay3ljsze6k,1
ayer,1
ayf0rjoiq7,1
ayisbzfzdl,1
aymen,2
aymeric,1
aynl7l5lbv,1
ayp8wmnqit,1
ayq1xjev3s,1
aywknqp7of,1
az,1
azasvygd7n,1
azlx0vvr9a,1
azmoun,1
azpi,1
azpilicueta,3
aztl2okkyr,1
azzurri,1
año,2
años,3
aún,2
aúpa,1
b,10
b04,1
b0pc1fpx05,1
b1eptxo2f3,1
b2ugtgp6j5,1
b3dmslcbij,1
b3npcrusx2,1
b3zisxnvx2,1
b4,1
b41q4d2nvd,1
b45ghfyucr,1
b4evoekyb6,1
b5jj6wjdcg,1
b6f6niwhwk,1
b7cqdk8skz,1
b8fhvkf6fc,1
b9an28w7g6,1
b9swanddxn,1
b9tgdzj4z1,1
ba2dexvcxd,1
bacca,8
bachmann,1
back,145
backed,1
backfire,1
backing,2
backline,1
backpage,1
backs,4
backtracked,1
backtracking,1
backup,2
bad,4
badara,1
badelj,3
badge,1
badou,1
bafetimbi,2
baffled,1
baggies,1
bahçelievler’de,1
bakasblue,1
bakayo,1
bakayoko,47
bakayoko's,2
baker,1
bakkali,1
balance,3
balde,10
baldé,7
bale,47
bale's,3
ball,5
ballon,1
balls,1
balon,1
balotelli,5
balotellii,1
bamba,1
ban,12
banega,7
banished,1
bank,2
banking,1
banks,1
barato,1
barc,1
barca,23
barca's,2
barcaspiral,1
barcellona,5
barcelona,215
barcelona's,10
barcelona’s,3
barcelone,4
barcelonista,1
bardsley,1
bargain,2
bargaining,2
barkley,37
barkley's,3
barkok,1
barnet,1
barnett's,1
barriemckay,1
barry,2
bartomeu,4
bartra,2
barça,50
barça's,1
basaksehir,2
bascombe,1
base,1
based,8
basel,1
basically,2
bastante,1
bataille,1
batshuay,1
batshuayi,3
battaglia,2
battle,11
batx7tofum,1
bavaria,1
bayer,10
bayer04,2
bayer04fussball,1
bayern,73
bayern's,3
bayernmunich,1
başakşehir,1
bbc,7
bbcfootball,2
bbcpapers,1
bbcsport,3
bbcsport_david,1
bbhn1ibw5e,1
bc2pyezplg,1
bcfc,5
bckpe3cfyl,1
bclxreywep,1
bcn,2
bcnfd,1
bcp,1
bdjpltr0zp,1
bdoutia4pa,1
bdqvf2kqsa,1
bdrtfnqams,1
bdut1ncumm,1
be,369
beardedgenius,2
beat,12
beaten,2
beating,1
bebarca,1
bebarça,3
bebeto's,1
bebé,1
became,1
because,21
bechler,2
become,19
becomes,4
becoming,2
bed,1
bednarek,1
beek,1
been,115
beffa,1
before,54
began,1
begin,3
beginning,2
begins,2
begiristain,1
begovic,2
begun,3
behaviour,1
behind,7
bei,1
beijing,1
beim,2
bein,4
being,52
beinsports_tr,1
bejger,1
bel,1
belga,1
belge,1
belgian,8
belgium,2
belgrade,1
belhanda,1
belief,1
believe,24
believed,6
believes,9
bell,1
belle,1
bellerin,19
bellerin's,1
bellerin’s,1
bellerín,2
bellotti,1
belotti,43
below,2
beltrami,1
bem,1
bemecadh2m,1
bemvindobruno,1
bemvindodanialves,1
bemvindodouglas,1
ben,8
ben_rumsby,1
benaglio,2
benalouane,1
bench,1
bender,1
bene,1
benedetto,2
benedikt,4
benehoewedes,1
benfica,28
benfica's,2
benissimo,1
benitez,5
benitez's,1
benjamin,27
benmendy23,4
bennacer,1
bentancur,1
benteke,2
benvenuto,1
benvenutoconti,1
benvidounzué,1
benvigut,1
benvingut,1
benvingutsemedo,1
benyu,1
benzema,5
benítez,2
benítez’s,1
beppe,2
beproud,1
berardi,2
berbatov,1
berchiche,1
berge,2
berizzo,3
berke,1
berlin,1
bernabeu,2
bernabéu,2
bernardeschi,10
bernardeschi's,2
bernardeschi’s,1
bernardo,3
bernd,1
bersant,1
bertolacci,1
bertrand,9
bes,2
besiktas,11
best,17
bestätigt,1
bet,1
betis,9
better,7
betting,1
betw,1
between,49
betwn,1
beyond,1
beyondthepitch,3
bezerra,2
beşiktaş,1
bf7ilb2bog,1
bfc,1
bfpxglcdiu,1
bfz3piqpex,1
bg2o50rmsa,1
bgcvlj8cbk,1
bgg0ll1ytx,1
bgmscwjhra,1
bgpaalkznc,1
bgq95hbyzi,1
bgwxxm6pad,1
bgxhrtsgow,1
bh1qxt5fcy,1
bhafc,8
bi09femrxv,1
bial,1
bianconeri,1
bianconeri's,1
bianconero,3
bid,268
bidding,5
bids,25
bielsa,1
bien,2
biennale,2
bienvenido,9
bienvenidomuriel,1
bienvenidonolito,1
bienvenu,1
bienvenue,3
bienvenueblaise,1
bienvenuekylian,1
big,44
big_hec35,1
biggest,10
biglia,10
bij,2
bijleveld,1
bilbao,1
bilc8cudim,1
bild,30
bild_sport,1
bilel,1
bilelghazi,3
bilic,2
bill,3
billion,1
billionaire,1
bin,1
binding,1
bio,2
bird,1
birmingham,7
birmingham's,1
bis,1
bit,13
bits,1
biwkeh8m4b,1
bizarre,2
bjhpx1etct,1
bjinqniwf6,1
bkdwgqrkqq,1
bklrlnb0co,1
bksrdh50ad,1
bkthzoafio,1
bku4dzw2nz,1
bkyucet7we,1
bl,2
bl4llzs76d,1
black,2
blackman,1
blacks,1
blaise,11
blanc,1
blanco,1
blatant,1
blatd1cqkp,1
blgc4rnqtx,1
blindar,1
blinks,1
blitz,1
bloccato,1
block,2
blocked,1
blog,1
bloquerait,1
blow,6
blr4k1bctu,1
blucerchiato,1
blue,2
bluemendy,1
blues,3
bluff,3
bluffing,1
blvbbncwru,1
bmj7zm3ws1,1
bmmwflubp8,1
bmsmek1hxp,1
bmugeyxj6x,1
bmzq0besee,1
bn23i4gkxt,1
bncalcio,1
bnjhlkh27o,1
board,3
boateng,5
boca,2
bocajuniors,2
boer,7
boer's,2
bogajeremie,1
bojan,2
bojsgc0eu3,1
bokr7gmpkf,1
bokrkic,1
bola,10
bold,1
bologna,2
bolster,1
bolt,1
bolton,1
bomba,1
bombazazo,1
bon,1
bond,1
bonkers,1
bonne,1
bonucci,25
bonucci_leo19,3
bonus,13
bonuses,31
bonusses,1
bony,9
booked,1
books,1
boom,7
boost,5
boosted,2
bordeaux,7
borini,3
borinifabio29,1
boris,1
borja,3
borjavalero,2
born,1
boro,4
boro's,1
borthwick,4
borussia,45
borussia_en,1
borussiadormund,1
borussiadortmund,4
borussiadortmund's,1
boss,33
bosz,7
both,36
boucler,2
bouclé,1
boudebouz,1
bouhafsi,1
bounced,1
bound,8
bournemouth,7
bournemouth's,2
bowler,1
bowv5e6xhr,1
box,1
boy,4
boyhood,1
boys,2
bozq2skwhz,1
bp6t1lgq3s,1
bpimyqii8j,1
bplgbsfklh,1
bpncsq97fd,1
bpp0jnazxi,1
bqd6admonx,1
bqmxvdyqno,1
bqo7aifhf8,1
bqsnldh2xw,1
br7xozq9yw,1
bra,9
brace,1
braced,1
braga,4
braga's,1
bramall,1
brand,1
brasileira,1
brasileño,1
brasileños,1
brasilian,1
bravo,2
brazil,9
brazilian,14
breach,2
breaches,1
break,10
breakfast,1
breaking,223
breakingfoot,1
breaks,2
breakthrough,4
bremen,3
brendan,2
brene,1
breve,2
brfootball,1
brgmn27w3f,1
bridge,4
brief,3
briefing,3
briefly,1
brighton,8
brilliant,1
bring,12
bringing,1
brings,1
brink,2
bristolcity,2
britain,1
britt,2
bro,3
broadcast,1
broke,1
broken,1
brom,35
brom's,1
bromwich,1
brooks,1
brother,3
brothers,1
brought,1
broughton,1
brown,3
brozovic,7
brpwu3qjwb,1
bruce,2
brugge,2
bruma,3
bruno,13
brunojordão,1
brunosback,1
brutal,2
brésilien,2
bsc,1
bslaafu57b,1
bslur2veic,1
bsmmyu26p7,1
bst,1
bswxwpq56x,1
bsyyin5cy0,1
bt0btwnocj,1
btahzekfcl,1
bte9vwjh4r,1
bthokxm2ys,1
btklgabaqg,1
btvnh5vfmx,1
btw,4
btxwlccrlm,1
budge,1
budget,1
budging,1
bue6pgxxnj,1
buena,1
buenos,5
buenosdias,1
buffon,1
buidu0jnfr,1
build,1
bul24jadsq,1
buler9z38n,1
bulgarian,1
buli,1
bull,3
bullfighter,1
bullied,2
bullshit,3
bullshitter,1
bumhuvoun7,1
bump,1
bumped,1
bumpergraham,3
bundesliga,5
bundesliga_de,1
buonanotte,1
burdisso,1
burki,1
burnley,17
burnley's,1
burnleyfc,1
burnleyofficial,2
burundian,1
busc,1
busca,1
buscará,1
buscaría,1
busiest,1
business,13
bussare,1
bust,1
busy,5
but,338
buteur,1
butland,1
butt,1
buy,41
buyback,2
buyers,1
buying,1
buyout,6
bvalero20,1
bvayajs9lq,2
bvb,33
bvb's,1
bvbgwdu2gd,1
bvgpuyx4gd,1
bvjhwpo8kd,1
bvk71ccorc,1
bw84zwbti9,1
bwkhbbkyxk,1
bwrisedsu5,1
bx4uahblvf,1
bxwoe89mfs,1
bxy8gpyjgd,1
bxzhahaupe,1
by,190
bye,3
bysxhrjptb,1
byysumkd0x,1
bzboy2k5i7,1
bzegfvzf4u,1
bzvmvgb85z,1
c,7
c'est,6
c'è,6
c.f,1
c0shfg5i3g,1
c1ksxscic5,1
c23kmkukyf,1
c23xlgkjbi,1
c2exnuma8q,1
c2mimyomj1,1
c38k9kqkms,1
c3c8tblezm,1
c3ejkakpp5,1
c3kpltopi4,1
c3mhqbzxka,1
c4frecs3f5,1
c5eln9yoyy,1
c5jxb6bnyl,1
c6eb9luonb,1
c6po8emue1,1
c6sb1msb3h,1
c7jhfqei5r,1
c85lbc6ohi,1
c85nv3hymo,1
c87liit2ok,1
c8ch0qzkho,1
c8oh4ycs2g,1
c8pjknqzkj,1
c8rwpki5hy,1
c9pqxbyite,1
c_raimondi,1
ca,1
caballero,5
cabeça,1
cabinet,1
cabreo,1
caccia,1
cacezcymjt,1
cachorro,1
cada,1
cadena,8
caer,1
cagliari,2
cairo,3
caja,1
calamity,1
calciatore,1
calciomercato,64
calciomercato.it,1
calciomercatopremium,3
caldara,1
calde,1
calderon,1
caldo,1
calhanoglu,5
cali,1
call,11
called,6
calls,4
calm,4
calmar,2
calmed,1
calmez,1
calum,5
camacho,1
cambia,1
cambiado,1
cambiare,1
came,7
cameron,4
caminho,1
camino,2
cammy,1
camp,20
campaign,7
campaña,1
campbell,1
campli,6
campo,1
can,67
can't,14
canal,8
canalsupporters,3
cancelled,1
cancelo,9
candidate,2
candidates,1
candidatos,1
candreva,5
cannes,1
cannot,7
canovi,1
canterano,1
cantidad,1
canwnc8fc6,1
can’t,2
capability,1
capitaine,1
capitalise,1
caprari,2
captain,11
car,2
cardiff,1
cardiffcityfc,1
cards,1
care,1
career,8
carga,1
carl,1
carlmarkham,1
carlo,5
carlolaudisa,1
carlos,7
caro,2
carpio_marca,3
carr,1
carragher,1
carrasco,1
carreño,1
carried,1
carrington,2
carroll,1
carrusel,2
carry,2
carvajal,2
carvalh,1
carvalho,17
cas,4
casa,1
casamilan,1
case,7
cash,13
casi,2
casillas,2
caso,5
casted,1
casteels,1
castles,2
castro,2
casts,1
cat,1
catalan,9
catalans,1
cataldi's,1
catalunya,1
categorically,3
cathcart,1
catio,1
catradio,1
caught,1
caulkinthetimes,1
cause,2
caused,1
cautious,1
caxuzviws6,1
cb,3
cbkvqkqade,1
cbprtw2bpi,1
cbpu36q8ab,1
cbrb5feby7,1
cchvut36fs,1
cchwi5509o,1
cclex13y6b,1
ccypjrnrcc,1
cd9is2u9pi,1
cdaixr1ova,1
cdjfjhisx3,1
cdm,1
cds,4
cduuvwylsd,1
cdwke5ss3p,1
ce,9
ce8kflnhc7,1
ce9gqsbpv4,1
ceballos,12
cecchini,1
cech,1
ceda,2
cederá,1
cedibile,1
cedido,2
cedlg8uenm,1
cedric,3
cedric_rablat,1
ceh4hewygf,1
ceij0eecdx,1
cejm2mvxeg,1
cela,2
celebrant,1
celina,1
cellule,1
celta,6
celtic,13
celtic's,2
celticfc,5
cengiz,2
cengizunder,1
cenk,1
center,1
central,11
centre,37
centrocampista,3
ceo,3
cerca,13
cero,5
cerrado,7
cerrando,1
cerrar,7
cerrarse,1
cerrará,2
cerraría,1
certain,9
certainly,6
cerveja,1
ces,1
cesar,1
cesfs8gjxs,1
cesión,4
cessione,1
cesw6wuctz,1
cet,3
cette,2
cf,4
cf88nne50u,1
cfc,149
cfc's,4
cfc’s,1
cfhm0sagxi,1
cfueetsxzz,1
cfwzttfi1w,1
cgqabtruhr,1
ch14_,2
chacun,1
chadli,3
chairman,6
chaises,1
chalanoglu,1
challenge,10
challenging,1
chalobah,3
chamberlain,58
chambers,6
champi8ons,1
champions,15
championship,3
championsleague,1
chance,25
chances,8
change,14
changed,13
changes,3
changing,1
changé,1
channel,1
charge,3
charm,1
chase,9
chased,1
chases,1
chasing,6
chat,5
chatter,1
chaud,1
che,9
cheap,3
checked,2
cheek,4
cheekily,1
cheer,1
chegaram,1
chegiaevara,2
chegou,2
cheikh,2
chelmsford,1
chelo,1
chels,1
chelsea,430
chelsea's,20
chelseafc,38
chelseafc's,1
chelsea’s,3
cheque,1
chequebook,1
cher,1
cherche,1
chessgame,1
chevrolet,1
chez,1
chgyqbxtwp,1
chi,1
chicharito,6
chief,9
chiesto,1
childhood,1
chile,5
chile's,1
chilean,3
chileno,1
china,15
chine,1
chinese,6
chiude,1
chiudere,2
chiudo,1
choice,13
choices,1
choisi,1
choose,1
chose,1
chosen,4
choupo,1
chris,6
chris_hart7,1
chrisdhwaugh,1
christian,5
christiansen,1
christophe,1
chriswheatley_,2
chronicle,1
chunk,1
chute,1
chztaz18lb,1
ci,3
ci1mn7mh3x,1
cible,2
cicomxifbc,1
cierra,1
cifre,1
cijcsont3o,1
cijcz0v2je,1
cik0ggf1mv,1
cileno,1
cillessen,1
cina,1
cinco,1
cinq,1
cioè,1
cippa3uga2,1
ciqwgw2wry,1
circa,1
circle,3
circling,1
circumstances,2
cirwuzq6kh,1
cissé,1
cited,1
cites,1
city,341
city's,19
city’s,2
ciynk4k2po,2
cj2omxjmnq,1
cjba7liexk,1
cjdsqgxw3d,1
cjhargss8a,1
cjpk3xervk,1
ckfa6lhxdy,1
ckjmj6y2ev,1
cknn5tjd9w,1
ckp3riykxt,1
ckt0xojyta,1
cku7yeusyv,1
cl,3
claim,27
claimed,2
claiming,3
claims,25
clairement,2
clan,1
clarets,3
clashes,1
clasie,2
class,1
claude,6
claudio,4
clause,80
clauses,4
clausola,2
clausole,1
claúsula,1
clco2gmk8l,1
clean,1
clear,13
clearance,1
cleared,1
clearer,4
clearly,3
clears,1
clement,3
clement's,1
clever,2
clichy,4
clicked,1
client,2
clinic,1
clinton,2
cln1n7yefb,1
clnnfuqkug,1
close,178
closed,7
closely,2
closer,32
closes,11
closest,2
closing,22
clu,1
club,220
club's,6
clubbrugge,2
clube,3
clubes,1
clubs,55
clucas,4
clw8tfggqk,1
cláusula,5
cm.it,1
cm1fysuerx,1
cm6bu5lide,1
cm6xvzv3mm,1
cma7jmdhmh,1
cmara7jjht,1
cmkte2teek,1
cmx6a1rvz8,1
cn29hsyjsa,1
cn7rcgk8m1,1
cneqvignr1,1
cnetuejq4g,1
cni2uwe1sj,1
cnsudiau2w,1
cntilhbcqu,1
co,2
co9wmwjm1f,1
coach,26
coaches,1
coaching,1
coalwoljl4,1
coast,1
cobham,3
coentrao,2
coentrão,1
coetzee,1
cohen,1
coi,1
col,5
cold,1
cole,1
collapse,3
collapsed,2
collapses,3
collins,1
collision,1
colocado,1
colocar,1
cologne's,1
colombia,3
colombian,4
colpo,1
column,1
com,5
coman,1
combined,1
come,25
comeback,1
comenzado,1
comes,11
cometobeşiktaş,1
comfort,1
comincia,1
coming,24
commanderie,1
comme,2
commence,1
commencing,1
comment,2
comments,4
commission,1
commit,2
commitments,1
committed,2
common,1
communicated,1
communication,1
communications,1
communiqué,7
como,5
compagni,1
company,2
compared,1
compañero,1
compensation,2
compete,3
competing,1
competition,8
competitions,1
competitive,1
complaint,3
complaints,1
complete,53
completed,31
completely,2
completes,7
completing,16
completion,2
complex,1
complicada,1
complicated,6
complicates,1
complications,1
complimentary,1
compliqué,1
compris,2
compromise,3
compró,1
comunica,2
comunicado,9
comunicazioni,1
con,74
con6erdc8t,1
concede,1
conceição,1
concentrate,1
concentrates,1
concentré,1
concern,1
concernant,1
concerned,1
concernent,1
concerning,1
concerns,1
conclude,3
concluded,2
concludes,1
concluding,1
conclure,2
concluso,1
concorrenza,1
concrete,8
concretely,1
concrète,1
concurrent,1
condiciona,1
condiciones,1
conditional,1
conditions,2
condizioni,1
conduct,1
confederations,3
conference,6
conferences,1
conferma,2
confermato,2
conferme,1
confermi,1
confidence,3
confidencial,2
confidencialmarca,1
confident,44
confie,1
confimed,1
confirm,43
confirma,2
confirmado,1
confirmation,7
confirme,2
confirmed,36
confirment,1
confirmer,2
confirming,3
confirms,40
confirmée,1
confused,1
confusing,1
confusion,2
congratulates,1
congratulations,3
conmigo,1
connected,2
conoce,1
conoscerti,1
conoscono,1
conpany,1
conseille,1
consent,2
consequences,1
conservative,1
consid,1
consider,16
considerable,1
considerably,1
considerations,1
considered,5
considering,22
considers,2
consistent,1
constantly,1
contact,32
contacta,1
contacted,27
contacto,1
contacts,11
contacté,1
contado,3
contados,1
contatti,8
contatto,1
conte,58
conte's,7
contempla,1
contemplates,1
contemplating,1
contenders,3
content,2
contention,2
contested,1
conti,8
contingent,1
continua,3
continue,24
continued,2
continues,14
continuing,3
contours,1
contract,193
contracting,1
contracts,1
contractual,1
contractuel,1
contractuelles,1
contradicting,1
contrary,3
contrat,14
contrato,6
contratto,5
contre,1
controlling,1
controversial,2
convaincre,1
convaincu,1
convencer,1
convenient,1
conversation,5
conversations,1
convertirían,1
conviction,2
convince,13
convinced,12
convincere,1
convincing,1
convinto,1
cool,5
cooled,4
cooling,2
cooper,1
cope,14
copenhagen,1
coppia,1
corchia,1
cordon,1
corentin,10
corentintolisso,1
cork,1
correa,2
correct,1
correctly,1
correspondent,1
corriere,6
corsera,1
corso,4
corsport,1
corvino,1
cosmos,1
cost,17
costa,95
costa's,8
costa’s,2
coste,1
costel,1
costly,2
costs,1
così,1
cottage,1
cough,1
could,143
couldn't,4
coulibaly,2
countdown,1
counter,1
country,1
county,1
county's,1
coup,5
couple,2
cours,3
course,5
court,2
courtisé,1
courtois,5
courts,1
cousin,1
coutinho,99
coutinho's,7
cover,8
coverage,1
covered,1
covet,1
cowfzkyll1,1
coy,1
coyb,14
coyi,2
coys,18
coéquipiers,1
cp8vu0ssjt,1
cpfc,22
cpt,1
cpv9k4ydbt,1
cqtbkf3efz,1
cqyjfom6ni,1
cr0byzr1tk,1
cr7,2
cr7n5zomzk,1
crack,1
cracks,1
craig,4
crampons,1
crank,1
craven,1
crazy,6
crc,1
created,1
creative,1
credible,2
cresce,1
cries,1
cris,1
cristian,2
cristiano,42
cristianoronaldo,1
critics,1
crkdi2utec,1
crmv45viuj,1
croatia's,1
croatian,3
crosses,1
crossroads,1
crotone,1
cru1tw03s6,1
crucial,2
crunch,1
cruyff,1
crystal,34
crystalpalace's,1
csclg74i0w,1
csj3buv56e,1
cska,3
csvr2ocoem,1
cswhrlml2e,1
csxhwghslf,1
ctcu6b4g3d,1
ctmkaq95fu,1
ctqwgna7z5,1
ctzdc9c7zw,1
cuacnwmsff,1
cuadrado,4
cuco,2
cucurella,1
cuenta,6
cuentan,1
cuerpo,1
cufoajftl6,1
cug7v8ccbt,1
cumbre,1
cup,8
cups,1
curiosities,1
curious,1
current,8
currently,13
curtis,1
curva,1
cut,4
cuts,1
cvakymef8x,1
cvczgbvuv8,1
cve7sg8jkf,1
cvfnews,1
cvn1ozvnwf,1
cwcwaiwju2,1
cwhesoi7zn,1
cxid1gu2fe,1
cxjrrveajf,1
cxo2ykpzfe,1
cxwybwgxu3,1
cxxqegnyu9,1
cy7wu16er6,1
cyy3nzyn0y,1
cyyzls0n22,1
czajd4pnwq,1
czech,1
czzkrzxyqv,1
cárdenas,1
cátio,1
cédric,1
cómo,1
côt,1
c’est,2
d,10
d'accord,2
d'adversaire,1
d'alexandre,1
d'aliou,1
d'annoncer,3
d'après,1
d'autres,1
d'avance,1
d'avocat,1
d'entraînement,1
d'euros,2
d'ici,1
d'infos,2
d'or,1
d'un,2
d'une,3
d'échec,1
d0besekukq,1
d1furlqrte,1
d1ga5d1foc,1
d1gkdwtaqw,1
d39jdditoe,1
d3e7efw1in,1
d3kxuwmguy,1
d4d8yeoiba,1
d4dfmgamvh,1
d4ozkkmscl,1
d5rbcenqrc,1
d5siwccals,1
d5t7ex1sgx,1
d6ybhsbbed,1
d6yjxi3qes,1
d7wu4uzwmi,1
d98,1
d995ih0vf1,1
d9aa00dpgz,1
d9qpab14bk,1
d9uwyqpm3i,1
da,15
da0hzom5rv,1
da3g6mpe33,1
dad,1
daddy,1
dado,1
dahbiahattabi,1
daichi,1
daily,3
dal,9
dalbelda,1
dalbert,6
dall,2
dall'estero,1
dalla,3
damian,1
damiani,1
dammit,1
dan,3
danger,1
dani,47
danialves,5
danialvesd2,2
daniel,7
daniele,2
danilo,26
danish,1
dank,1
danny,26
dannyjones1989,1
dans,14
dao9enoose,1
dargli,1
dario,1
darmian,13
darmstadt,1
darren,4
darío,1
dat,1
date,2
davehytner,6
david,25
david_conn,1
davide,3
davies,2
davinson,14
davinsonsanchez,4
davy,6
davyklaassen,2
day,19
daylight,1
days,29
dazu,1
db0hvi9hmz,1
db6h9vxrzo,1
db8qex0b76,1
dbbuzvpjlc,1
dbcphsti66,1
dbrdfvgqx9,1
dbt8ccqomh,1
dbzhwodxph,1
dcfc,3
dcfcofficial,1
dcjovfyieh,1
dd5ov4hhmj,1
ddg,1
ddrb5ws4mh,1
de,334
dea,2
dead,7
deadline,13
deadlineday,14
deadly,1
deal,568
deal's,1
dealing,1
deals,14
dealt,1
deanjonesbr,1
deanoooo97,1
dear,1
death,2
debate,2
debts,1
debut,2
dec,1
decanta,1
decent,2
decepcionado,1
decide,12
decided,23
deciden,1
decides,2
deciding,1
decidirlo,1
decision,23
decisive,2
decisivo,1
decisión,1
declan,1
declined,1
deco,1
deep,2
def,1
defeat,3
defence,6
defender,113
defender's,1
defenders,2
defends,1
defensa,1
defense,1
defensive,6
defiant,1
defies,1
definire,1
definitely,9
definition,1
definitiva,1
definitive,3
definitively,1
definitivo,2
defoe,1
defoe's,1
defrel,2
degkcees5y,1
dei,1
dein,1
deja,1
dejará,1
deje,1
dejkf1algu,1
del,83
delac,1
delante,1
delantera,1
delantero,2
delanteros,1
delaurentiis,1
delay,4
delayed,2
delays,2
dele,2
delegació,1
delegation,1
deleted,2
delhi,1
deliberately,1
deliberates,1
deliberating,1
delighted,34
delincuente,1
delivered,1
dell,2
dell'incontro,1
della,3
delle,1
dello,15
dell’inter,1
delph,2
dem,1
demain,2
demand,10
demande,1
demanded,1
demander,1
demanding,1
demands,13
demandé,2
demarai,5
dembele,30
dembele's,1
dembelè,1
dembelé,4
dembouz,2
dembélé,22
dembélé's,2
dementiert,1
demirovic,1
den,6
denayer,1
dendoncker,6
denies,1
denis,3
denmark,1
dennis,1
dental,1
dentist,1
deny,9
dep,1
depart,2
departure,13
dependent,1
dependerá,1
depends,1
depor,3
deporte,1
deportescope,1
deportescopese,1
deportiv,1
deportivo,15
der,7
derby,8
derby's,1
derecho,1
derek,1
derniers,2
deroon,2
derossi2019,1
des,13
descarten,1
desciglio,2
described,1
desde,1
deseo,1
deserved,1
deserves,2
desire,3
despejan,1
desperate,13
desperation,2
despite,34
después,1
destination,7
destinations,1
destinato,1
destino,3
destinos,2
desveló,1
desvincularse,1
detail,3
detailed,1
details,31
detalhe,1
detaljer,1
detalles,1
determinate,1
determination,2
determined,13
detrás,1
dettagli,2
detto,1
deulofeu,8
deutschland,1
deux,1
deuxième,1
deve,1
development,2
developments,2
devils,1
devonte,2
devrait,11
devrij,2
dfb_team,1
dfd8ywojjs,1
dfgmwqyqji,2
dfitqfropv,1
dfspndasl5,1
dg6ngf5c7a,1
dh9wohxfsc,1
dhllacd6qs,1
dhqbipvn5c,1
dhsgaaa0cw,1
dhwfrigdzz,1
di,78
di5yxfilms,1
diafra,7
diakhaby,1
diao,4
diario,2
diarioas,4
dias,3
diaz,4
dice,4
dicho,4
diciendo,1
did,18
didn't,11
didnt,1
didn’t,1
die,3
diego,74
diegocosta,4
dier,23
dierotenbullen,1
dierotenbullen's,1
difende,1
difesa,1
difference,2
different,6
difficult,5
difficultés,1
dig,1
digne,1
dije,1
dijk,43
dijk's,2
dijks,1
dimanche,2
dimaria,3
dimarzio,36
dimata,1
dimension,1
dimensions,1
dimitar,1
dimmr42vmi,1
dinero,4
dinner,2
diogo,1
diop,1
dipende,1
dipjaugegb,1
dir,1
dirar,4
dirarn,1
dire,1
direct,2
directes,1
directeur,1
direction,1
directiva,1
directly,5
directo,3
director,26
directors,1
dires,1
direzione,1
dirige,1
dirigeants,4
dirigentes,1
dirigir,1
diritto,2
dirittura,1
disagreement,1
disappointed,1
disappointing,1
disappointment,1
disciplinary,1
discontent,1
discover,2
discovered,2
discreet,1
discrepency,1
discuss,11
discussed,3
discussing,9
discussion,2
discussions,12
discute,1
discuter,1
discutere,1
dismissed,4
dismisses,1
dismissive,1
displacing,1
display,1
displeasure,1
dispo,1
disposal,1
disposto,1
dispuesto,1
dispuestos,1
disputado,1
dispute,1
disrdce04y,1
disso,1
distance,2
distant,1
distorts,1
distracted,1
district,1
dit,1
ditch,2
ditches,1
dither,2
dithering,1
diventa,1
diversion,2
divided,1
dividido,1
division,1
divock,9
dizzy,1
djibril,4
djibrilsidibes3,1
dk9pulua9v,1
dl,1
dl2ued5p0d,1
dl3y1noijs,1
dlamqausyf,1
dlkicyzpeq,1
dlkspnxq0h,1
dltuzrewdv,1
dm,5
dmb447azcp,1
dmb6gzv9gq,1
dmfiqhmmo6,1
dmjjse181m,1
dmrpqc1dm9,1
dn1jfxeslc,1
dnbodk14mz,1
dnhbpdyxh6,1
dnlng097ot,1
dnodezqdgg,1
dnrys4jef5,2
do,45
do1eucv5ej,1
doch,1
docs,1
document,4
documentation,1
dodeequf6w,1
dodge,1
dodogtuxz6,1
does,16
doesn't,25
doesn’t,6
dof,1
dofsyqhqoz,1
dogue,1
doha,2
dohertyfc,1
doing,6
dolberg,4
domani,7
domestic,1
domfifield,8
